adsorc_polisac_porcentaje_envasada,adsorc_polisac_porcentaje_granel,adsorc_prot_porcentaje_envasada,adsorc_prot_porcentaje_granel,cant_fc_empleadas_vme,conc_prot_vme,concent_al_oh_3_mg_ml_envasada,concent_al_oh_3_mg_ml_granel,concent_polisac_ug_ml_envasada,concent_polisac_ug_ml_granel,concent_prot_ug_ml_envasada,concent_prot_ug_ml_granel,concent_tiomersal_mg_ml_envasada,concent_tiomersal_mg_ml_granel,concentracion_de_acido_sialico_mg_ml_poli,cont_acidos_nucleicos_vme,cont_lps_vme,cont_polisac_vme,cont_prot_g_peso_humedo_vme,conten_endotoxinas_ue_ml_envasada,contenido_de_endotoxinas_eu_ug_poli,contenido_de_o_acetilo_umol_mg_de_polisacarido_poli,contenido_de_proteinas_ug_mg_polisacarido_poli,contenido_deacidos_nucleicos_ug_mg_de_polisacarido_poli,esterilidad_envasada,esterilidad_granel,inmunog_activ_antic_bact_envasada,inmunog_activ_antic_bact_granel,inmunog_activ_antic_igg_envasada,inmunog_activ_antic_igg_granel,ph_envasada,ph_granel,recobrado_vme,tamano_molecular_porcentaje_poli,tiempo_fabcdo_al_uso_poli_cu_granel,tiempo_fabcdo_al_uso_vme_granel,vol_formulacion_granel
86.0,86.0,88.0,88.0,3.0,4.44,4.4,4.4,80.0,80.0,97.0,97.0,0.11,0.11,3.27,0.03,31.26,6.04,37.03,18500.0,0.4826,3.13,5.99,0.67,0.0,0,256.0,128.0,10446.0,16513.0,6.3,6.3,92.43003781739604,82.1,32,308,20.0
